id,nombre,facebook
SB-REST-AUD-AF20B38C,Restaurant La Sexta. R. | Tuxtla Gutiérrez,https://www.facebook.com/lasextarestaurant
SB-REST-AUD-1FF30AC6,"Restaurante ""El Canillas"" | Tuxtla Gutiérrez",https://www.facebook.com/ElCanillas
SB-REST-AUD-4CF8AEF3,Restaurante Bar Peko | Tuxtla Gutiérrez,https://www.facebook.com/RestauranteBarPeko
SB-REST-AUD-34B0E32A,"Restaurante Botanero Familiar “El úa úa"" | Tuxtla Gutiérrez",https://www.facebook.com/botaneroeluaua
SB-REST-AUD-37200728,Restaurante Buenos Aires Teran | Tuxtla Gutiérrez,https://www.facebook.com/p/Restaurante-Buenos-Aires-Teran-100057074755532
SB-REST-AUD-4B598AEC,Restaurante Condimento Marriott Tuxtla,https://www.facebook.com/CondimentoMarriottTuxtla
SB-REST-AUD-56CA81D0,Restaurante el Canto de la Rana | Tuxtla Gutiérrez,https://www.facebook.com/RestauranteElCantoDeLaRana
SB-REST-AUD-A6C1E4CC,Restaurante El Jardín | Tuxtla Gutiérrez,https://www.facebook.com/El.jardin.tuxtla
SB-REST-AUD-9EB71EDB,Restaurante El Más Mejor | Tuxtla Gutiérrez,https://www.facebook.com/RestauranteElmasmejor
SB-REST-AUD-FCACD16F,"Restaurante familiar ""El mirador"" | Tuxtla Gutiérrez",https://www.facebook.com/p/Restaurante-familiar-El-mirador-61571049261968
SB-REST-AUD-BD025A60,Restaurante La Magdalena Oriente,https://www.facebook.com/La-Magdalena-Cocina-Cantina-Mexicana-180710922127035
SB-REST-AUD-DE0897D0,Restaurante La NORIA Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/LaNoriaTGZ
SB-REST-AUD-EA122BE0,Restaurante Las Pichanchas (@restaurante.laspichanchas),https://www.facebook.com/restaurante.laspichanchas
SB-REST-AUD-3B7E5D9C,Restaurante Las Pichanchas | Tuxtla Gutiérrez,https://www.facebook.com/PichanchasTuxtlaCentro
SB-REST-AUD-1E775B17,Restaurante Marca Chiapas | Tuxtla Gutiérrez,https://www.facebook.com/restaurantemarcachiapas
SB-REST-AUD-B597CB41,Restaurante Rancho Los Robles | Tuxtla Gutiérrez,https://www.facebook.com/p/Restaurante-Rancho-Los-Robles-61566641441343
SB-REST-AUD-F495B06F,Restaurante Sal y Pimienta San Fernando,https://www.facebook.com/p/Restaurante-Sal-y-Pimienta-San-Fernando-61557903117939
SB-REST-AUD-5C421253,Restaurante y marisqueria conchalito,https://m.facebook.com/Marisqueriaconchalito
SB-REST-AUD-6C76CE4F,Restaurante y Marisquería Costas del Sol | Tuxtla Gutiérrez,https://www.facebook.com/costasdelsoloficial
SB-REST-AUD-BB802A35,Restaurante Zuñiga's | Tuxtla Gutiérrez,https://www.facebook.com/100063542142136
SB-REST-AUD-19544167,Restaurante Zúñiga's - Comida Regional.,https://www.facebook.com/ZunigasRestaurante
SB-REST-AUD-C28BB064,Rizo Coctelería | Tuxtla Gutiérrez,https://www.facebook.com/RizoCocteleria
SB-REST-AUD-66C70213,Romero Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/RomeroTux
SB-REST-AUD-14EE9F2D,Royal Burger | Tuxtla Gutiérrez,https://www.facebook.com/royalburgertux
SB-REST-AUD-80E588D8,Ruko's Bar Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/Rukostuxtla
SB-REST-AUD-283B4D37,Sagrario Restaurante Bistro & Bar | Tuxtla Gutiérrez,https://www.facebook.com/Sagrariorestaurantebistrobar
SB-REST-AUD-B042E0FF,Santo Carbón | Cenaduría,https://www.facebook.com/share/1DoFg1BUCL
SB-REST-AUD-DDC38A45,Santo pecado tacos | Tuxtla Gutiérrez,https://www.facebook.com/p/Santo-pecado-tacos-61571808901787
SB-REST-AUD-0EA7BA8C,Semilla Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/SemillaRestauranteMX
SB-REST-AUD-8E208BD3,Sensei Sushi Bar - Plaza Palmas,https://www.facebook.com/SenseiTuxtla
SB-REST-AUD-32846800,Sensei Sushi Bar - Tuxtla Gtz,https://www.facebook.com/SenseiTuxtla
SB-REST-AUD-71C220EA,Sensei Sushi Bar Tuxtla Gutierrez - Home,https://www.facebook.com/226785317724393
SB-REST-AUD-3940C98B,Sensoralia Café con Propósito | Tuxtla Gutiérrez,https://www.facebook.com/sensoraliacafeconproposito
SB-REST-AUD-59FF0378,Sibarita Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/Sibaritarest
SB-REST-AUD-BC708108,Sin Cubiertos,https://www.facebook.com/Sin-Cubiertos-110045613958617
SB-REST-AUD-17A32725,Sin Querer Queriendo Taqueria | Tuxtla Gutiérrez,https://www.facebook.com/p/Sin-Querer-Queriendo-Taqueria-61579442586017
SB-REST-AUD-8350555D,Sión Café,https://www.facebook.com/cafeteriasioon
SB-REST-AUD-D3BC2F39,Snack's 16/88,https://www.facebook.com/Snacks-1688-611216056065793
SB-REST-AUD-D603930A,Suri Guzmán cocina tradicional | Copoya,https://www.facebook.com/suriguzm
SB-REST-AUD-64EF7F5E,Sushi Itto | Tuxtla Gutiérrez,https://www.facebook.com/p/Sushi-Itto-61564216936292
SB-REST-AUD-2612ED8E,Sushi L & C Tuxtla Chico,https://www.facebook.com/Sushilctuxch
SB-REST-AUD-9ECD8DC0,SUSHISIMO | Tuxtla Gutiérrez,https://www.facebook.com/Sushisimo
SB-REST-AUD-31250F46,Sweetie and Salad,https://www.facebook.com/Sweetie-salad-458708181589075
SB-REST-AUD-5957F195,Taco Ciro's | Tuxtla Gutiérrez,https://www.facebook.com/tacocirostuxtla
SB-REST-AUD-059BA85E,Taco Loco | Tuxtla Gutiérrez,https://www.facebook.com/p/Taco-Loco-100094716219234
SB-REST-AUD-EAFB161A,Taco Luchón | Tuxtla Gutiérrez,https://www.facebook.com/TacosLuchon
SB-REST-AUD-591F7CC3,Taco Marino | Tuxtla Gutiérrez,https://www.facebook.com/TacoMarinoChiapas
SB-REST-AUD-CF1D6898,Tacos Bruno | Tuxtla Gutiérrez,https://www.facebook.com/p/Tacos-Bruno-61587508363385
